gene_id,GSM1228184_AMC_2.1,GSM1228185_AMC_3.1,GSM1228186_AMC_5.1,GSM1228187_AMC_6.1,GSM1228188_AMC_7.1,GSM1228189_AMC_8.1,GSM1228190_AMC_9.1,GSM1228191_AMC_10.1,GSM1228192_AMC_12.1,GSM1228193_AMC_13.1,GSM1228194_AMC_17.1,GSM1228195_AMC_18.1,GSM1228196_AMC_19.1,GSM1228197_AMC_20.1,GSM1228198_AMC_21.1,GSM1228199_AMC_22.1,GSM1228200_AMC_23.1,GSM1228201_AMC_24.1,GSM1228202_AMC_2.2,GSM1228203_AMC_3.2,GSM1228204_AMC_5.2,GSM1228205_AMC_6.2,GSM1228206_AMC_7.2,GSM1228207_AMC_8.2,GSM1228208_AMC_9.2,GSM1228209_AMC_10.2,GSM1228210_AMC_12.2,GSM1228211_AMC_13.2,GSM1228212_AMC_17.2,GSM1228213_AMC_18.2,GSM1228214_AMC_19.2,GSM1228215_AMC_20.2,GSM1228216_AMC_21.2,GSM1228217_AMC_22.2,GSM1228218_AMC_23.2,GSM1228219_AMC_24.2,GSM1228220_AMC_2.3,GSM1228221_AMC_3.3,GSM1228222_AMC_5.3,GSM1228223_AMC_6.3,GSM1228224_AMC_7.3,GSM1228225_AMC_8.3,GSM1228226_AMC_9.3,GSM1228227_AMC_10.3,GSM1228228_AMC_12.3,GSM1228229_AMC_13.3,GSM1228230_AMC_17.3,GSM1228231_AMC_18.3,GSM1228232_AMC_19.3,GSM1228233_AMC_20.3,GSM1228234_AMC_21.3,GSM1228235_AMC_22.3,GSM1228236_AMC_23.3,GSM1228237_AMC_24.3
YLPM1,7.91995,6.73342,6.04077,6.35671,4.64809,8.11526,8.13333,6.07338,6.65763,5.78618,5.84946,5.08217,6.776,8.56946,9.16492,7.25609,7.20099,8.99323,5.71368,6.0299,5.58295,6.38876,6.12669,6.94551,7.90689,7.53413,6.8234,6.95586,7.50405,5.60631,7.97868,8.77534,6.00863,7.34898,6.2517,5.66926,5.35648,7.03898,5.5864,5.96049,5.98389,6.48227,5.4066,6.20341,7.80573,5.2978,5.36962,5.10325,4.08104,8.90645,8.28463,6.07222,5.91299,6.2434
HSD17B10,61.4776,46.7817,31.0074,56.2894,78.1627,49.6589,36.5604,52.711,99.4068,66.9611,50.9425,121.586,44.3318,66.281,73.7861,81.3863,46.8568,64.8251,27.206,35.5957,32.459,38.9281,32.3001,40.733,49.9268,46.7008,40.3733,38.4061,54.2457,118.775,36.2943,44.3973,51.4611,35.9407,47.7929,82.6248,67.1119,31.1648,46.4086,50.8393,74.0186,74.5198,66.5472,134.175,75.2242,80.1078,62.6508,107.401,48.9493,55.0725,81.603,139.371,91.7903,78.9308
DLEU7,0.67735,0.753266,0.19877,1.99307,1.58328,0.147673,0.389441,0.321687,0.918884,0.220607,0.130991,0.317569,0.0509662,0.435025,0.631869,0.385747,0.329306,0.910742,0.118349,0.0958803,0.199887,0.163345,0.056912,0.0445345,0.075739,0.0771655,0.205656,0.130337,0.155309,0.129525,0.151,0.0815698,0.272615,0.173542,0.227062,0.0434862,0.60951,0.142588,0.780772,1.74728,1.05833,0.530568,1.3748,0.111524,0.838416,0.372922,1.04022,0.524848,0.569675,0.548767,0.333927,0.400951,0.475432,1.31454
DLG1,17.726,19.2411,16.0124,14.7631,17.9778,15.1098,8.61016,12.5058,14.2987,11.0396,12.3668,11.8314,20.4781,15.716,15.4001,12.2414,17.3882,15.6647,17.9185,17.3388,15.0019,14.8266,15.891,17.0065,15.9838,14.8838,17.5933,14.9894,13.19,13.1617,18.0068,17.4581,16.2853,16.2567,19.9091,14.7194,16.697,20.3133,15.6514,13.4069,11.7977,18.5894,11.9145,12.7091,16.0887,10.2902,14.806,12.4395,6.87085,12.4437,13.697,11.5284,15.3916,11.1812
AKAP8L,18.7614,17.5657,8.14605,17.9765,13.2233,12.8043,15.1279,14.5937,12.5053,16.1073,11.9832,21.2503,9.23951,9.41147,16.0797,11.7566,13.1575,12.1951,8.72273,9.53804,8.40578,10.2637,11.5581,11.4994,11.3346,15.4942,11.1673,11.7781,15.6413,16.587,10.7005,10.1142,10.853,11.5513,9.47216,13.127,15.3092,8.93863,14.0093,14.8521,11.6944,16.8097,12.6779,13.0769,12.2819,13.2352,15.5744,20.3933,21.9403,9.4345,11.8261,18.47,13.6477,13.1772
PPP1CA,112.987,71.0959,80.6323,81.9202,92.8818,71.6532,41.7925,85.0331,102.288,90.4906,84.3842,77.892,84.5209,94.8342,55.8978,85.6004,54.7906,70.3965,72.1254,92.6696,83.4724,76.2313,90.8699,100.631,85.1633,73.5639,98.3155,106.107,62.1071,108.105,78.414,86.1281,94.2033,90.6643,94.9683,95.4998,93.1231,86.1309,50.2095,65.4538,72.0546,76.1032,83.9509,71.6841,74.2293,111.11,82.6441,90.3214,73.4564,68.1489,47.315,87.4711,57.9439,70.7572
ABRACL,103.321,93.743,85.8141,105.47,125.345,54.7936,22.9987,81.9163,57.3295,105.991,93.3591,128.763,112.662,89.7367,125.318,78.4364,86.2938,71.3338,83.3978,112.9,88.2173,65.0544,114.002,98.5687,92.4959,68.377,107.482,119.718,44.2591,139.11,78.7565,92.4016,88.3663,99.3633,121.681,108.452,64.7292,114.403,98.4676,62.21,75.6458,76.4914,97.2781,34.9748,74.1811,146.406,47.3144,148.634,64.2892,76.6726,88.6231,100.397,105.897,49.9306
MRPL18,38.1155,32.6962,31.1791,48.22,40.1563,32.326,27.5942,36.2746,39.5176,39.6317,30.8133,51.6573,36.6935,51.259,52.4941,36.2077,31.6963,38.2164,26.213,29.6077,30.2034,28.6555,29.5186,30.8408,27.8282,25.7107,27.6715,34.0546,38.0557,42.3415,31.562,29.9982,32.6305,31.6962,34.1889,42.102,41.1653,29.4151,35.6712,43.3924,34.9473,49.8137,35.3115,32.0731,39.2278,47.2809,35.7144,57.5488,41.3497,37.8551,36.402,46.3644,37.299,37.7773
NSFL1C,14.7899,17.3037,15.1934,28.0195,15.7417,15.6699,15.4839,17.136,31.666,15.9318,22.0062,33.7783,16.8278,19.0171,9.9618,28.3812,13.0292,7.26948,16.5516,17.2724,15.2024,15.0737,19.8018,18.196,17.4311,17.2954,19.0136,17.0481,22.8031,27.8815,17.9527,18.9674,17.4812,15.751,18.8513,16.7745,17.4687,17.88,22.2152,28.8557,14.5138,18.7701,9.28181,19.0296,30.3109,15.6439,35.7458,27.9277,14.5587,15.8223,11.648,28.2915,17.3727,10.7255
SNORD99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAG3L3,2.53374,2.73235,2.13552,3.68043,3.6706,3.90259,2.30484,2.40886,3.28464,2.48935,2.4653,2.90854,3.31023,2.50191,5.38466,3.33423,2.30424,5.61772,3.27474,3.22262,2.76244,2.24698,2.77569,3.31611,3.18837,3.76488,3.24917,3.93436,2.23938,2.74189,4.54821,3.62919,3.10597,3.1852,2.59259,2.3807,2.36395,2.93087,1.80444,2.92403,2.25371,1.42589,3.2528,1.89336,4.52734,3.83995,2.70484,3.90252,4.76096,3.62064,5.39402,3.78857,1.89816,3.93085
SLC25A19,3.04601,3.31371,3.42447,4.51056,6.01984,3.64252,3.0774,3.01183,5.35511,4.1617,3.90485,3.33751,2.73534,8.22039,4.2586,6.90537,4.70519,4.61077,2.50778,3.20085,3.3726,3.24805,3.15665,3.94623,2.73468,3.64004,3.74953,3.20291,3.03655,3.21618,4.04137,3.82151,3.49578,4.38976,3.39496,5.04174,4.33703,3.08025,4.61021,3.60392,5.8422,6.2163,7.00418,2.19272,4.17672,5.60747,8.82408,3.47009,8.83677,6.92953,3.51372,6.0196,6.94941,4.97567
TMEM237,2.75308,1.87774,1.33087,1.96039,2.09582,1.13393,3.12759,2.3906,2.37622,1.52637,1.37389,1.83161,1.27715,2.29402,3.03759,1.69247,2.28492,1.85035,1.41494,1.19092,1.30955,0.872544,1.07121,1.02682,1.19371,1.3012,1.03228,0.785407,3.22066,0.915974,0.971024,1.1751,1.18702,1.22189,1.26984,1.63481,2.48042,1.62434,2.43677,2.72381,2.22262,2.69217,1.75484,1.81012,1.60914,2.41633,1.84823,1.55927,0.888484,1.82006,1.09229,1.7358,2.64953,1.65461
C6orf165,0.0592627,0.0311284,0.0196474,0.0154559,0.0151553,0.202155,0.108977,0.341179,0.0572849,0.0899322,0.0558232,0.0411278,0.0495872,0.162209,0.12191,0.0442198,0.0326816,0.0201267,0.0260557,0.0,0.036514,0.0158089,0.0427238,0.018417,0.0606608,0.0381401,0.0203624,0.0,0.0,0.0381656,0.0301337,0.0390194,0.0880366,0.0,0.0348069,0.0620712,0.0446662,0.0140338,0.0287604,0.0164859,0.0784534,0.11791,0.0637134,0.163621,0.0224526,0.122254,0.0640716,0.0405344,0.0,0.190268,0.0186491,0.0486246,0.21494,0.145001
KCMF1,7.77919,7.29842,7.98622,9.39259,13.0438,7.51798,6.00781,8.91194,7.80258,7.59613,9.14289,8.12213,9.34368,15.9539,8.69303,9.39586,8.26694,8.7679,8.56568,8.84228,8.1822,7.99052,9.28587,9.79488,9.2657,8.39594,9.38105,9.35989,9.15316,9.33629,9.70375,10.5583,8.85367,10.9445,9.1815,7.97315,6.97763,9.49119,12.7604,6.51433,8.85737,11.324,10.662,7.86506,7.62496,10.9379,9.75424,11.993,6.86406,10.6802,8.47607,12.763,9.80241,10.2179
CSPP1,4.48963,6.4752,2.17012,3.1732,2.92396,2.47155,1.94964,2.30959,2.41895,1.7785,1.80284,1.23274,2.12584,2.7784,1.63057,3.39593,3.4051,2.57011,2.08309,1.94154,2.15867,2.11708,1.78633,1.99513,1.81513,2.40545,1.82743,1.92445,1.71519,1.52455,2.39303,1.92054,1.87327,1.9875,1.94592,1.80182,3.53,2.20104,3.07572,3.03897,2.42096,3.5753,2.7209,2.60236,2.95828,2.14146,4.68218,1.39717,2.74022,2.78067,2.3471,3.33232,3.23009,1.85305
ACTR3B,8.29087,6.84026,2.62125,8.08239,5.57015,3.58892,1.3137,3.26165,4.33178,2.63097,2.00705,5.1583,2.43207,4.38138,7.1647,9.09022,3.42002,5.34766,1.72074,2.53817,2.46752,2.19093,2.22573,2.21622,2.05023,2.45187,2.16548,1.82844,1.68123,3.06042,2.40777,2.28478,2.2935,2.22903,2.72908,2.58443,6.87235,2.86173,3.42456,6.55659,4.12912,5.0677,3.33278,3.40801,3.36972,4.57039,4.16453,4.23623,2.60923,4.07087,4.87088,8.27899,3.78388,3.22336
KIF7,0.301789,0.350657,1.23157,0.538181,0.316297,0.627551,2.7362,3.43263,1.80108,1.2675,0.901521,1.17752,0.634259,0.596104,0.704349,1.05864,0.874916,0.39055,0.684792,0.761666,0.993788,0.784635,0.844061,0.626879,0.670602,0.799631,0.907207,0.991751,2.38327,0.763804,1.01225,1.07249,0.734017,0.728996,0.770116,0.851855,0.384523,0.847953,0.634912,0.240107,0.943402,0.698742,1.23421,0.621477,0.870689,1.73375,0.450207,0.899572,1.34272,0.472229,0.310294,0.788979,0.708227,0.641323
MPZ,0.368174,0.207827,3.45969,0.72386,0.551097,1.46915,4.20668,0.980973,1.01036,0.928837,4.50637,0.720596,2.91945,0.913778,0.475615,0.658774,1.14474,0.603122,2.22771,2.94808,4.59591,1.57848,4.45941,2.12359,2.04864,3.39794,4.13659,3.45206,17.256,2.16715,4.38073,3.21803,3.44428,2.15464,2.55685,3.00584,1.19641,2.68306,0.640606,0.670468,1.27277,0.307044,0.792358,1.48446,0.290038,0.46607,0.371975,0.446944,0.598176,0.88698,0.84833,0.587165,0.537515,1.20558
TRIM44,17.9018,25.0083,16.295,15.8615,18.7803,15.1655,17.696,16.031,20.2647,11.2396,14.5133,11.7339,15.654,12.4133,15.1519,23.378,14.0387,16.0896,14.1672,13.531,16.4915,12.314,13.3556,16.9202,12.3622,14.1923,16.5968,12.354,16.3973,10.1011,14.7872,16.576,11.685,14.6894,14.4933,8.59558,14.0436,16.2987,14.327,17.2066,19.8824,20.9417,19.9959,22.3539,18.7687,14.5186,17.1891,12.7273,20.5578,16.7938,16.9683,14.6911,13.8608,15.5332
ZNF829,0.108049,0.201886,0.320866,0.224509,0.0313003,0.157111,0.461534,0.163869,0.0762987,0.161944,0.228315,0.296249,0.35515,0.0655507,0.103094,0.182041,0.148722,0.0632023,0.282202,0.321713,0.260482,0.328267,0.259897,0.274959,0.332151,0.266246,0.28223,0.338411,0.486768,0.378188,0.390857,0.404625,0.287734,0.34252,0.289315,0.178106,0.150203,0.420057,0.0750142,0.35641,0.294607,0.0842082,0.107055,0.263246,0.0977776,0.136057,0.0506173,0.307507,0.219403,0.164855,0.150613,0.0563061,0.159211,0.174919
ZNF323,4.80249,8.40878,1.65207,2.80182,1.96788,1.55202,3.72382,2.42111,2.0233,1.55148,2.69757,1.32292,1.75443,1.88722,1.64687,1.4383,2.72412,1.30476,1.9338,4.7406,1.79981,1.53823,2.98646,1.2102,1.40729,1.77263,1.46033,1.11598,5.73279,1.56413,1.82799,1.81995,1.80656,1.90206,1.55777,1.25907,1.79802,5.40972,1.22882,3.45553,1.43629,0.931155,1.61313,1.80269,2.44019,2.36855,1.88133,1.36103,1.31028,1.2302,0.732512,2.45311,1.11725,1.45912
ADAMTS1,2.71855,4.61322,6.95573,3.20667,2.30261,5.95329,65.9135,4.9605,10.6131,9.75029,6.89055,3.35592,4.70523,3.14662,2.88995,10.9725,8.63316,2.91,9.92467,4.58741,6.82516,4.56556,4.12837,6.27873,4.89444,5.25906,16.6988,8.42247,11.5039,4.07065,9.23547,11.7903,7.86557,19.9471,5.08879,16.4647,4.74546,5.23071,7.60769,4.09388,11.7871,10.0449,5.83442,11.6718,2.41313,9.56572,3.5192,2.93182,2.64042,8.24498,3.10481,0.783109,13.9013,5.57671
SIGLEC9,0.554817,0.651983,1.04007,0.829972,0.672229,0.203118,2.23403,1.27513,1.0501,0.474303,0.798692,0.699916,0.974959,0.870581,0.753845,1.94585,1.24229,0.87333,0.974021,0.646177,1.01879,1.19935,1.50131,1.63471,1.05816,1.06952,1.13583,1.14049,0.762238,0.602344,2.08928,0.832419,1.05666,1.30914,0.889999,0.23644,1.61838,0.699309,2.41013,1.54524,5.03952,1.61837,3.45128,4.46352,1.03918,1.50921,1.21255,0.711954,1.38467,3.39214,2.22943,0.631966,2.97506,4.27762
YPEL1,1.40039,1.31728,1.19006,0.713567,0.413047,0.876215,2.04425,1.17857,1.92935,1.16931,1.14334,1.10534,1.18041,0.453004,0.736536,0.546671,1.36125,0.360094,1.79019,1.74797,0.916666,1.48996,1.28994,1.57244,1.08487,1.41094,1.30058,1.49295,2.59237,1.09825,1.8346,1.62778,1.26982,1.46527,1.6403,0.628909,1.04699,1.78995,0.699409,1.443,1.7301,0.352842,0.740228,2.48354,1.81136,1.6981,1.09931,0.589221,1.21272,0.944924,1.1346,0.753345,1.56932,0.996429
C22orf15,0.0,0.0,0.0,0.0,0.0,0.0516737,0.111955,0.0732381,0.0473612,0.0526824,0.0728371,0.0,0.0345195,0.0,0.0,0.0609107,0.0852933,0.0,0.0,0.0,0.0333339,0.0833628,0.121581,0.0983081,0.0,0.0930965,0.0,0.0,0.0807313,0.0,0.0,0.0,0.0,0.0,0.131617,0.0545687,0.121081,0.0368445,0.069802,0.0,0.0860761,0.130719,0.0,0.0,0.0601805,0.0575522,0.0,0.0,0.0,0.0954338,0.0,0.0736004,0.0716131,0.0415267
PLEKHN1,0.244684,1.03548,0.217076,2.34074,1.05921,0.141623,0.229014,2.16887,0.671301,0.697,0.41573,2.22219,0.0621364,3.38091,0.5198,0.390153,1.21185,1.48214,0.209683,0.109059,0.282022,0.213575,0.290617,0.288205,0.280651,0.281757,0.286732,0.243811,0.0755908,0.732618,0.236371,0.208656,0.198568,0.217285,0.311826,0.204353,0.2775,0.0513894,1.71298,0.696124,1.35877,0.223723,2.07278,0.568885,0.705938,2.06298,1.08415,1.05878,1.31406,1.65813,0.546863,0.104579,1.47144,2.9953
MTA1,16.4969,11.9945,7.89582,11.805,6.72099,10.7843,16.0865,10.8648,13.9694,13.5863,10.1681,11.6587,7.28928,18.1248,20.5226,14.1935,14.3759,15.5979,10.7809,9.16114,7.92596,9.32491,10.0796,11.2818,10.4918,13.4763,11.7079,11.4382,18.7109,10.495,12.2955,11.667,10.5447,11.0994,10.6439,10.6814,12.9055,9.9308,10.9577,10.2427,9.07138,17.6524,10.3269,13.5638,13.5182,11.5312,9.37698,8.95468,19.8764,18.0615,20.3521,18.9611,15.1801,14.333
C16orf71,0.0324357,0.0631271,0.089294,0.00904023,0.0197851,0.117921,0.0977321,0.0445996,0.0886595,0.13564,0.10241,0.190149,0.098939,0.158212,0.130724,0.131244,0.0600364,0.0246209,0.0204968,0.0241659,0.0416727,0.0517156,0.0608167,0.085061,0.131502,0.0451954,0.0709422,0.0383393,0.170712,0.0714451,0.0694137,0.0524598,0.101337,0.0455069,0.0613404,0.145346,0.0705517,0.100088,0.0760542,0.0224618,0.0633662,0.0645807,0.199346,0.165182,0.0400497,0.0767336,0.0591012,0.0840686,0.049998,0.0765263,0.023739,0.0717467,0.110578,0.0581535
MIR4765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZRANB2-AS2,0.265286,0.0508755,0.0648549,0.200313,0.207691,0.375826,0.620969,0.299276,0.190039,0.60528,0.46012,0.209007,0.167423,0.19795,0.518079,0.364581,0.0544913,0.133574,0.658738,0.22459,0.0783284,0.0510322,0.3612,0.126516,0.2606,0.394516,0.617604,0.901589,0.111401,0.45399,0.28904,0.249394,0.220815,0.0794676,0.352408,0.0703062,0.191738,0.273068,0.09246,0.0,0.268677,0.486231,0.548393,0.720069,0.30396,0.414481,0.0708861,0.137159,0.0,0.0675198,0.246627,0.322721,0.271612,0.324864
SST,0.218562,8.67011,2.03075,0.182995,0.238447,8.08512,1.98245,4.15788,1.31063,4.56349,13.339,0.0,14.9669,0.0799786,0.573287,0.926469,4.65553,0.17738,12.8197,45.2787,1.98229,48.3,9.0738,7.30574,70.7607,17.0728,7.08286,9.06031,9.05657,5.32793,25.5429,9.72848,46.818,4.57372,50.7025,35.8928,0.0671676,32.7962,1.29809,0.0740229,0.0,0.0992514,0.0548666,0.0,0.0,0.0937766,0.0868675,0.0884696,0.366114,0.0,0.0,0.0,0.122712,0.0
GABARAPL1,6.37568,15.5913,24.6251,29.4934,14.8902,22.8555,66.369,30.1195,18.9682,34.952,37.6355,29.0632,31.4984,14.3701,10.9093,13.8617,21.2606,10.1363,21.6769,22.1029,24.9195,20.6185,31.8393,34.5419,24.5552,25.2891,31.4243,43.3646,80.2988,33.5526,28.8768,32.4104,21.9676,38.0751,25.7794,22.9476,49.3782,21.4448,19.8603,24.8162,36.1201,20.1016,27.0282,174.974,12.5135,31.7013,10.6095,16.033,16.5268,29.1935,27.1228,9.5294,28.8819,40.1128
LOC100271836,3.50108,5.87194,3.99164,2.35742,4.0217,3.10541,2.2138,1.83161,2.7607,1.72797,1.98401,1.908,4.01901,3.69893,2.33265,4.49647,1.45854,4.69252,2.22244,4.42239,3.82372,2.84062,3.77466,3.37874,3.45021,2.79176,3.15521,2.3112,1.86609,1.83686,4.35598,3.10701,2.26889,4.66944,2.01392,2.6328,2.25779,4.90765,3.54832,3.20323,3.49148,2.88627,3.86485,1.32471,5.50586,2.05603,2.98678,2.91416,1.67425,2.91136,2.67331,3.89566,1.39002,3.81465
ABCG2,0.359426,2.31416,3.1668,0.795135,0.414651,0.614493,0.843954,0.403532,0.45798,1.20369,3.81207,0.118886,5.83054,0.17592,0.513926,0.392278,2.15036,0.289697,7.16058,12.9656,2.85206,6.93742,12.6756,4.32922,7.68574,4.08206,12.5625,10.6495,3.41659,4.59235,8.29058,9.19172,19.2025,5.27755,12.1302,5.43696,2.18923,12.8734,0.841587,0.835902,1.33186,0.653136,0.785028,7.68485,0.839472,0.522404,0.573183,0.408854,0.310089,0.975705,6.51044,0.266012,1.32518,1.7061
HOXD11,0.981791,0.549299,1.09918,0.762319,0.533137,1.01111,3.6922,6.31226,0.162602,0.849848,3.86424,19.2448,12.5029,0.397396,0.168398,0.768982,3.20676,0.393715,2.74844,1.01507,1.02404,13.0661,4.65543,1.7464,17.032,0.860636,0.807423,1.33478,5.69401,1.7613,0.491391,1.91229,12.912,1.21981,1.14703,4.83181,0.0,0.651127,0.948568,1.80695,0.0,2.03049,0.270385,0.0,0.0985967,2.11766,0.0,0.201923,0.0731767,0.0,0.035574,0.0517211,0.743376,0.0
NRG3,0.0237197,0.0283243,0.0652652,0.0204831,0.0102772,0.0119534,0.0848932,0.02609,0.0111213,0.0486724,0.0341166,0.0273565,0.0108219,0.0,0.0221997,0.0137836,0.0218227,0.0,0.034973,0.0683649,0.0324108,0.0210817,0.0417208,0.0,0.0384569,0.0337766,0.0595457,0.0566322,0.347901,0.0125082,0.0319728,0.0128391,0.0276546,0.0,0.0932941,0.0739379,0.084719,0.0281697,0.0992972,0.0540995,0.213809,0.152992,0.112263,0.355516,0.0528531,0.237358,0.10314,0.0476797,0.0902505,0.0846705,0.117877,0.0,0.181486,0.11593
PSMG4,12.1358,14.3179,7.81774,20.7775,14.1075,10.2253,10.9329,7.68851,22.1569,16.4042,10.611,31.1456,7.42335,13.1099,13.5493,8.75458,12.4785,12.9547,5.33181,7.28397,7.45274,5.18129,6.7149,9.40053,6.44728,6.12636,7.1597,12.6234,13.2671,22.7039,5.83305,8.33475,5.7342,7.6416,5.42113,10.208,8.85909,6.70955,6.31736,14.747,9.50389,9.90895,11.4442,11.5024,18.2527,30.5534,14.5594,25.949,12.1003,11.9567,16.399,14.6299,14.1417,10.7253
TBKBP1,2.20462,0.630875,0.956227,0.611318,0.677693,0.76627,6.26608,1.38864,2.75203,1.79302,2.43529,2.28138,0.534982,0.891049,0.862873,1.31567,2.01951,0.649532,0.839171,0.593767,0.972269,1.03915,1.28177,1.0995,0.834191,1.32617,1.52005,1.25714,5.76899,1.31577,1.31751,1.09984,1.05771,1.15295,1.21757,1.3634,2.8649,0.781568,1.17696,0.294821,1.48714,1.57001,0.736422,1.65721,1.45011,2.03996,1.80863,1.21068,0.979498,1.54306,1.04907,0.840776,2.73084,0.857419
SF3B5,89.4859,80.3863,80.877,125.535,95.8243,92.4972,48.3922,84.1873,94.3073,123.355,72.2931,160.17,89.426,125.427,116.027,59.3653,59.3935,95.9379,65.2349,93.8681,90.8032,80.2653,73.015,76.5693,68.2303,77.8627,82.8202,101.761,80.7638,156.405,80.4307,77.6783,80.6034,79.7627,83.318,145.435,68.619,87.837,75.9051,88.8651,66.6933,91.0957,67.5269,63.16,81.0235,117.805,48.5465,186.21,100.436,87.7895,81.9365,109.638,73.1654,79.4247
MX1,6.87759,5.77762,15.0703,4.63666,11.3991,4.30889,13.4289,53.7126,12.3879,12.805,7.90638,47.6205,4.05321,9.71137,5.60968,11.5874,12.4989,6.74488,5.53783,3.09478,14.1121,3.21598,7.19493,10.2332,4.00406,4.20841,6.26885,12.266,11.1442,24.8258,4.66651,9.10423,6.39854,11.6182,5.43054,9.70942,5.90228,3.24624,17.5717,13.9656,19.6506,5.13434,5.3081,10.5853,3.82809,4.93036,5.55764,26.0308,6.2804,20.9823,14.2486,5.48274,16.0377,6.80901
OR6B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17orf28,4.68811,6.41676,7.74539,5.9326,6.47371,30.6165,7.66769,12.3475,8.16346,20.7548,14.9654,15.2999,11.5363,27.8854,20.9007,4.73876,14.1115,10.6889,8.34358,9.81737,8.03072,9.51715,7.63578,11.4972,11.6155,13.5544,11.4808,11.3357,9.60304,13.7364,15.2134,12.417,13.5198,9.86839,13.4504,29.1045,2.52845,10.194,10.99,4.22851,4.88569,3.98219,22.2586,2.10614,4.91834,17.5208,13.7048,12.377,25.9357,13.276,3.7331,13.1127,19.2807,4.84516
RPS12,1374.35,2200.07,954.877,1958.32,1241.67,1232.48,1116.69,1521.62,1450.14,1525.77,1115.02,2656.89,1419.44,1932.75,1716.72,962.12,1116.92,2795.4,984.271,1154.3,955.038,1021.44,991.771,1110.82,1145.07,1321.65,1304.63,1384.07,1172.78,2010.55,1254.93,1232.65,1155.69,1274.54,1286.44,1390.5,1278.99,1108.14,1374.83,1761.09,1071.98,1920.52,1234.56,1144.06,1355.86,2109.48,1091.19,1857.56,3274.16,1484.23,2296.24,1775.57,1291.22,2522.7
SLC44A3,13.8347,24.1332,23.7541,14.0331,29.8741,48.1345,2.13053,30.0406,16.095,20.4988,24.6456,29.2541,36.3399,23.9229,12.1553,21.229,27.7925,27.0026,26.4031,32.8555,24.3936,22.85,31.0085,32.8225,23.9166,27.3154,18.0805,28.5851,8.40404,22.7601,28.3495,28.5852,24.5553,30.1867,35.786,23.5683,7.04715,36.8186,16.1586,20.4429,16.7302,8.46116,18.0227,7.9898,22.6632,12.4555,23.8283,30.6028,20.8637,14.5244,6.36479,35.5649,10.1946,24.0423
MPST,60.024,48.5371,77.9617,33.6165,75.8571,65.7697,14.5764,42.0298,81.5774,117.857,88.2085,92.4202,72.4575,82.0787,43.93,60.5418,50.8302,104.681,66.132,93.1255,84.5671,65.6047,95.0947,88.5448,65.8605,86.3291,125.935,179.566,39.7403,146.748,80.265,88.2863,76.691,94.5718,112.173,113.659,82.0974,90.074,26.9632,40.8763,59.5343,92.3454,36.3691,173.925,95.4651,79.4757,92.8755,72.848,110.284,53.039,85.805,79.8852,55.7017,124.115
CWC25,6.22711,7.82346,5.54328,4.3054,7.44193,5.78042,6.36539,5.52364,5.42997,7.96664,6.19183,5.72107,7.01977,7.29826,7.29298,7.10243,7.10554,6.1341,5.90122,5.70191,5.82497,5.50496,7.3807,6.09984,7.00898,6.51791,6.6278,6.40329,6.95323,7.05348,7.50409,7.95004,6.34595,6.4214,6.8381,7.04244,5.84873,5.46575,7.14956,3.9028,6.06636,7.06998,6.2228,8.22129,6.4359,7.41622,7.61459,6.44645,6.84957,7.41317,7.53983,5.3377,8.06805,6.92833
