gene_id,GSM1228184_AMC_2.1,GSM1228185_AMC_3.1,GSM1228186_AMC_5.1,GSM1228187_AMC_6.1,GSM1228188_AMC_7.1,GSM1228189_AMC_8.1,GSM1228190_AMC_9.1,GSM1228191_AMC_10.1,GSM1228192_AMC_12.1,GSM1228193_AMC_13.1,GSM1228194_AMC_17.1,GSM1228195_AMC_18.1,GSM1228196_AMC_19.1,GSM1228197_AMC_20.1,GSM1228198_AMC_21.1,GSM1228199_AMC_22.1,GSM1228200_AMC_23.1,GSM1228201_AMC_24.1,GSM1228202_AMC_2.2,GSM1228203_AMC_3.2,GSM1228204_AMC_5.2,GSM1228205_AMC_6.2,GSM1228206_AMC_7.2,GSM1228207_AMC_8.2,GSM1228208_AMC_9.2,GSM1228209_AMC_10.2,GSM1228210_AMC_12.2,GSM1228211_AMC_13.2,GSM1228212_AMC_17.2,GSM1228213_AMC_18.2,GSM1228214_AMC_19.2,GSM1228215_AMC_20.2,GSM1228216_AMC_21.2,GSM1228217_AMC_22.2,GSM1228218_AMC_23.2,GSM1228219_AMC_24.2,GSM1228220_AMC_2.3,GSM1228221_AMC_3.3,GSM1228222_AMC_5.3,GSM1228223_AMC_6.3,GSM1228224_AMC_7.3,GSM1228225_AMC_8.3,GSM1228226_AMC_9.3,GSM1228227_AMC_10.3,GSM1228228_AMC_12.3,GSM1228229_AMC_13.3,GSM1228230_AMC_17.3,GSM1228231_AMC_18.3,GSM1228232_AMC_19.3,GSM1228233_AMC_20.3,GSM1228234_AMC_21.3,GSM1228235_AMC_22.3,GSM1228236_AMC_23.3,GSM1228237_AMC_24.3
ILF2,95.9979,102.57,47.977,87.9403,83.9696,71.7079,42.0771,75.9202,94.0849,62.262,63.3145,88.7832,80.748,127.983,118.924,61.7305,105.697,93.4359,45.0775,56.8896,48.8272,54.6989,52.1587,58.6075,59.6713,57.5426,51.5645,45.2001,41.2221,74.6231,60.7405,58.7374,58.623,53.1015,51.0443,82.1846,81.3689,60.8364,130.544,72.2143,72.6518,146.946,97.5325,50.9504,75.6465,67.0782,84.2569,103.807,53.6624,108.031,79.0755,86.3924,102.162,76.7029
MLL3,2.76794,5.07098,4.83839,4.07635,4.23266,4.66501,3.9647,3.41976,2.40815,2.84249,3.58057,3.01954,5.61358,3.68018,6.87635,5.37675,3.65147,4.83952,4.6048,4.39855,4.37955,4.17752,4.46012,4.86398,5.09338,4.44439,4.5998,4.06838,3.9668,3.07282,4.81812,4.5136,4.56576,4.35614,5.51388,2.67237,2.54674,4.98622,3.39352,3.82877,3.5892,2.23121,3.41651,3.7251,4.48377,3.31225,3.6651,3.65552,1.82241,3.863,6.42558,4.1717,2.84702,3.67956
PLA2G15,7.41549,3.49247,3.74568,4.32435,4.559,3.85447,7.30484,6.43859,7.36384,6.9835,6.38717,9.43424,5.0795,3.68421,4.67817,6.64529,4.45192,3.76853,4.01171,3.63768,3.45802,3.96805,4.80735,4.80564,4.83965,4.93294,4.853,6.26626,5.3935,7.15373,5.68951,4.01354,5.52962,4.69536,4.92786,4.52245,6.3807,4.07622,4.11399,4.8329,9.45947,5.94799,9.49078,9.17656,5.69311,8.67179,6.25145,7.04423,6.84497,4.94317,6.59359,5.9294,5.20605,7.91723
COLEC11,0.513671,0.108508,0.960578,0.304839,0.736166,0.339054,3.14226,0.518887,0.758957,0.996258,0.685312,0.635815,0.88243,0.130317,0.258535,1.50581,0.504255,0.219225,0.383502,0.248578,1.08663,0.335512,0.85945,0.446832,0.441725,0.708665,0.843807,1.13006,2.151,0.69443,0.605451,0.772536,0.581623,0.608841,0.597799,0.531566,28.459,0.259815,7.78392,13.0512,69.1274,26.7446,12.8212,55.1783,14.3531,28.0447,7.5938,6.67939,27.8792,18.7448,23.7669,1.82318,24.3704,18.6043
PRO0611,0.0,0.141308,0.0,0.137711,0.0,0.14347,0.0,0.0,0.193609,0.0,0.0,0.211469,0.0,0.0,0.171103,0.0,0.167182,0.221765,0.0,0.0,0.102454,0.0,0.169973,0.0,0.119907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251557,0.184402,0.206115,0.0,0.0,0.126834,0.0,0.0,0.187404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDCCAG8,3.77961,3.16868,3.01242,3.1427,2.58614,2.91736,4.10296,3.77729,3.64605,2.80659,2.8203,3.70097,2.82641,3.89011,2.61905,3.70888,4.06892,2.93543,3.22139,2.66078,2.75004,2.5664,2.59617,3.50181,2.69494,3.40418,3.23451,2.98238,3.34106,2.77652,3.04144,2.83847,3.0415,3.13103,2.99564,2.3346,3.40928,3.69796,3.18744,3.30314,4.12191,3.44187,5.55639,3.87728,2.72196,3.92684,4.0641,3.14611,1.55181,3.96956,2.09812,2.2485,4.45005,3.70983
ZNF445,2.58977,2.58239,2.00527,2.67781,2.32531,2.33846,2.60856,1.9126,2.10076,1.89329,1.70063,1.84304,2.55046,1.6284,1.13755,1.81217,2.19492,1.98914,1.9931,1.99674,1.86242,2.20336,1.83707,1.6382,1.92633,2.15088,1.89197,1.65499,2.48336,1.32037,2.38535,1.86387,1.8568,1.47833,2.00381,1.45904,2.17373,2.10945,1.31475,2.94399,2.5231,1.45436,2.02103,2.02384,2.2501,1.5227,2.45532,2.78779,1.63791,1.95934,1.56934,2.27752,1.69014,1.54263
CDK5RAP1,28.1212,8.02908,6.02795,13.6374,13.9727,7.01135,5.0355,5.74099,14.158,12.1238,7.58902,12.3671,6.07641,9.17566,12.9222,13.6024,7.58581,13.0695,5.17294,5.45869,5.33258,5.20577,5.40973,6.27781,5.64843,6.54739,6.21098,6.0,7.23064,10.1383,5.84046,6.79634,6.36326,6.55497,5.78892,7.77581,18.8059,5.91324,8.99851,11.9938,9.83031,18.419,11.345,7.1027,13.3488,16.2905,19.7605,14.2294,9.4522,9.65139,12.1655,18.4631,10.2385,10.7384
GGCT,94.7212,105.776,31.5936,79.6454,79.5552,38.0876,21.6979,39.1257,101.195,50.0233,30.899,78.096,25.478,54.5941,112.728,117.526,60.9657,47.2147,24.0664,28.8831,28.9294,23.0,25.9595,32.5766,26.7972,28.6801,27.9035,23.061,17.2634,56.6515,25.7394,25.5507,28.7954,25.7764,25.3708,38.5397,80.0585,30.7088,61.1237,63.9731,40.6347,116.927,44.2497,29.2335,96.1074,59.4826,73.8065,102.483,78.3683,40.8915,72.7106,125.157,75.6126,24.0595
INTS4,7.09038,8.437,5.44582,8.27408,5.76012,5.62783,4.64048,6.28757,8.34883,4.87608,4.84678,5.45043,4.59653,6.4915,4.77594,6.58532,5.62062,6.0831,4.98625,4.86898,4.70309,5.1602,5.12562,5.29317,5.27678,5.07844,5.10959,4.9464,6.24716,4.82883,4.23855,5.38239,5.24225,5.05623,4.46777,4.2077,6.4601,5.20194,4.99887,8.2869,5.9814,5.94962,7.41589,4.39837,7.07234,6.08032,7.60744,5.00877,3.88812,5.29063,3.84366,5.01151,4.57968,5.28909
PI16,0.60714,0.590243,6.76134,0.04195,0.014516,0.666052,0.426638,0.276491,0.430097,6.42344,6.3859,0.0,0.923254,0.0502345,0.146885,0.446384,1.72998,0.112281,4.5545,3.01889,6.55657,3.04989,3.68917,2.18039,3.52201,3.77887,4.17758,5.41282,11.9868,2.09754,1.78957,2.10593,3.30902,4.14236,2.85611,2.75854,0.0879034,2.25546,0.127208,0.0692649,0.30692,0.0491559,0.0501499,0.372946,0.0201222,0.0,0.0707903,0.0363387,0.258781,0.0667494,0.105341,0.0268977,0.0624936,0.100516
LRRC57,5.37761,7.27426,6.30706,6.01039,4.02307,7.48268,2.91987,5.57097,4.4002,4.72189,5.81471,4.31612,8.96279,6.58597,9.47301,9.11485,5.04016,7.80368,7.01053,7.26237,5.81144,6.19032,6.20732,6.12274,5.89233,4.99606,6.52956,7.02257,4.33605,5.99196,6.184,6.44074,7.25234,6.41436,7.389,4.97452,4.11374,7.13829,5.27175,6.45319,3.89461,5.81004,4.67975,3.58859,5.45944,3.81008,4.03474,3.47413,5.96573,5.45555,7.07023,7.34354,3.82768,6.74308
USP15,10.0426,7.1693,8.51532,6.82225,9.99464,7.49459,6.61248,8.83298,6.76089,5.08964,5.80242,3.96281,9.65539,9.77881,6.68738,8.54468,7.38046,8.96468,7.69767,8.60347,8.30002,8.09896,7.74204,9.0087,7.25612,7.13555,8.46592,7.06859,7.01495,4.52821,8.71003,8.26195,7.40964,8.80151,8.43401,6.42659,6.59837,9.11057,9.02022,5.59705,8.7418,7.48682,8.974,10.1807,7.78633,5.65272,7.43081,6.03668,4.19125,11.2308,9.42148,6.98566,6.91606,8.96775
HCG4B,0.0,0.0,0.0,0.126412,0.123518,0.15084,0.147096,0.0,0.0765891,0.313548,0.0,0.307713,0.258343,0.0817762,0.356099,0.0892141,0.326833,0.0,0.0515692,0.147108,0.0,0.0,0.0859536,0.075705,0.0,0.290619,0.0804228,0.125942,0.0,0.0701453,0.120793,0.227085,0.17699,0.197046,0.0706006,0.0745964,0.0,0.0,0.0,0.0662738,0.0,0.0916896,0.0,0.0,0.0,0.0,0.0,0.305161,0.0,0.0832694,0.300273,0.0941168,0.157516,0.0
OAS3,4.04943,5.91547,9.77522,6.44841,11.4655,4.05241,5.76077,30.0785,13.5453,5.46061,5.19491,10.6477,3.08445,7.78427,9.1721,8.87952,7.68413,6.62703,4.30169,3.52322,9.22611,3.31377,5.06565,9.00466,4.37715,3.18013,5.37787,5.46012,3.72808,6.98275,3.60914,5.74792,4.72746,6.42315,3.41426,4.73224,4.32453,3.8236,23.6695,7.83766,12.4903,3.23487,7.54389,5.85824,9.65246,6.24552,7.30899,7.18669,6.34412,17.0952,10.0103,5.44094,15.2907,4.05108
PSMD3,68.9367,48.4304,48.4119,48.3656,78.0437,52.1962,35.6518,55.3023,68.5233,72.9061,59.4376,81.1885,49.8382,96.9837,72.5581,81.2836,95.0514,57.856,42.9202,48.989,51.497,41.9225,46.9075,58.1038,53.3147,49.7512,58.9088,66.2993,49.9227,79.8,60.1452,71.0478,60.6849,58.9809,55.2054,67.8235,62.4184,51.1549,59.6435,37.8784,49.4021,79.6983,56.4996,58.6487,51.7246,90.1334,86.5927,83.3472,57.4185,78.9737,63.8244,72.2939,109.953,55.5263
KRT82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL8,6.04969,10.6446,3.79123,131.073,46.0521,13.1205,22.8447,11.0132,19.0307,12.069,20.8648,15.1945,2.39538,936.997,79.81,24.0139,17.8562,67.6855,1.5066,0.751474,3.4032,0.684909,0.484713,11.1185,1.29894,0.844405,0.965513,3.0347,1.63716,7.02588,1.4774,1.96155,1.42631,5.07135,5.97203,0.967546,13.5178,0.7056,332.343,5.09339,45.469,222.277,59.0709,34.2003,20.8366,31.3278,23.6384,24.1977,8.35198,41.0091,5.26265,18.7652,68.5779,51.7087
MICAL1,13.0691,6.92579,10.5793,14.5558,13.3613,15.9814,8.16601,12.3469,12.2057,22.7994,11.262,21.6246,11.2203,11.4748,6.25999,8.7622,11.5161,13.6166,10.7249,11.6739,10.6607,11.5126,12.1515,16.6289,13.1822,16.7592,16.725,15.5243,6.29241,21.5134,18.7893,12.5086,13.8871,13.4875,11.6378,24.9005,6.97571,10.2553,12.5544,6.91448,12.3024,5.46015,17.3863,3.95727,14.7118,24.0583,5.64946,15.0409,13.4617,11.5663,6.26278,9.95369,14.3563,12.9636
MIR7-1,0.0,0.0,0.0,717.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.467,0.0,0.0,0.0,3280.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NELL2,0.362814,0.413392,1.56864,0.335939,1.08553,1.07614,1.03805,1.0684,0.611374,2.18337,3.33861,0.294824,3.0977,0.66561,0.0605138,0.414194,2.0972,0.330382,2.58412,1.70628,1.49568,1.77384,2.21598,0.883608,1.40034,1.02479,1.11499,1.90429,3.83447,1.28497,1.38296,1.86474,0.964222,1.18854,4.61011,0.43907,0.875791,1.6831,0.339961,0.528682,1.83058,0.456466,0.546403,0.61433,0.40541,1.64456,0.408097,0.261976,0.776254,1.74575,0.723121,0.282555,0.31177,0.465031
SRXN1,8.53168,16.5706,9.10858,33.9479,27.6974,7.37934,9.06561,10.3618,19.0118,8.08113,12.4572,17.079,5.72281,15.8096,7.37067,21.4476,8.21813,8.97147,6.9116,8.40803,8.9869,8.83107,9.99459,7.84985,8.57754,5.78957,6.25398,8.02184,9.03807,16.4753,4.81264,6.63909,9.36728,7.54287,7.02258,12.4731,11.7072,9.01603,28.2748,21.8529,15.2912,16.2368,7.22214,17.502,12.0606,13.1868,26.9082,21.0008,10.1494,14.014,8.6923,30.0647,12.0166,12.2004
LOC100506054,2.94421,2.56316,1.90608,3.19581,2.85817,2.34542,2.36441,2.6409,4.7568,1.71038,2.2889,4.49036,1.35697,2.65594,4.42299,3.02292,2.96012,3.20091,1.36313,2.10892,2.72525,1.01249,1.47224,2.22477,1.79686,2.63859,2.3353,1.73087,2.77224,2.96864,1.26667,1.82668,1.90383,2.44291,1.99502,2.57499,1.66008,2.53553,4.00734,4.10469,1.98628,5.02378,2.21076,2.91059,3.12364,2.07511,3.39028,5.00843,2.50288,2.45844,3.12545,4.04229,2.89177,3.2989
PTGIR,0.346944,0.397034,1.381,1.10394,0.422637,0.34252,4.35066,1.05621,1.94053,0.997666,0.858419,1.95998,0.369488,1.25671,1.22776,1.16672,1.1331,0.606032,0.537576,0.297013,1.39853,0.395386,0.572498,0.718528,0.58816,0.600822,0.75423,0.85392,2.30944,0.671901,0.698874,0.606124,0.334898,0.62012,0.633273,1.85009,1.77657,0.422732,1.47754,0.942926,5.05985,1.42159,2.56696,2.23551,1.19743,5.83542,1.0788,0.963496,3.38656,2.30948,1.23598,0.86319,2.75949,3.00708
ZNF761,5.59009,14.0907,3.03693,4.0157,3.01586,2.91955,2.72935,3.64572,2.94756,3.3307,2.22008,2.71417,4.68271,4.38839,2.3693,4.7119,4.76457,3.4954,2.4909,2.57149,2.70354,2.70515,2.86268,2.32648,3.78068,3.63961,2.53423,2.37624,2.00561,2.14409,3.42379,2.73142,3.08689,2.32151,3.28739,2.87029,3.54228,3.29709,6.55491,4.83061,2.59685,3.1735,2.97842,1.57972,5.14445,3.65003,4.69449,3.40157,1.53598,3.05285,3.46665,4.34991,2.98268,3.092
ANKRD33B,0.362613,0.180416,0.743601,0.270665,0.12604,0.190511,0.653408,0.303879,0.306981,0.151338,0.524301,0.108423,0.437555,0.41849,0.293057,0.460686,0.413751,0.264709,0.780274,0.781671,0.86563,0.986733,0.876688,0.554659,0.888227,0.605957,0.73511,0.54949,0.654266,0.280573,1.12957,1.08528,0.716118,1.20629,0.876144,0.337154,0.293645,0.749413,0.306536,0.273643,0.520785,0.235877,0.260537,0.593177,0.129334,0.237544,0.365082,0.092046,0.251323,0.626798,0.372209,0.122516,0.321419,0.241561
BIN3,5.36965,5.68804,12.6514,9.4408,12.2873,13.2101,9.38208,10.7856,15.8614,18.132,13.1837,10.9264,11.5413,11.9088,8.12436,6.87821,10.1877,12.4717,10.8959,13.9362,11.4517,10.7991,12.7377,12.9799,12.4174,11.2649,12.5329,15.543,9.28377,15.7214,11.4968,12.7648,13.3709,11.8005,12.4998,15.8759,5.5504,14.0385,6.54155,7.07679,9.87603,12.1421,6.67668,9.47103,13.8598,17.4395,7.13136,11.2713,6.77612,10.4095,7.32279,7.28382,6.70569,13.3355
PABPC1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC116437,0.0,0.0375596,0.0,0.0987091,0.0,0.0,0.0,0.0,0.0293743,0.0,0.0221844,0.0,0.0,0.0,0.0,0.109698,0.0,0.0163092,0.0118702,0.0302744,0.0,0.0,0.0,0.015128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376077,0.0,0.0,0.0423805,0.0,0.0,0.0313307,0.0,0.0175414,0.0,0.0,0.0,0.0,0.0,0.0,0.0836316,0.0,0.0
OMA1,6.03439,6.99341,8.70161,5.29509,12.23,11.0925,5.18606,7.78151,6.25099,6.86906,9.27918,7.46675,10.6594,12.4443,5.02659,8.92203,7.07216,6.61632,8.05647,8.17884,8.15015,7.94298,9.00387,9.53947,8.08704,8.81328,8.51623,8.1945,9.40273,6.44716,9.8503,8.72697,10.2547,8.12578,9.83075,9.19753,6.59069,10.4711,10.9568,6.61062,9.1052,6.71255,5.65317,13.3596,5.36681,5.00701,12.0622,9.59808,5.03272,9.06625,7.31231,7.07656,6.43551,6.1537
CDH12,0.0707724,0.0633026,0.0363972,0.0139929,0.0435772,0.0808309,0.115169,0.0272914,0.0354201,0.382055,0.0380025,0.0670794,0.0362318,0.0543048,0.0490019,0.0614981,0.113063,0.110203,0.0485286,0.114286,0.0730564,0.0654832,0.124011,0.114567,0.0800221,0.304507,0.150361,0.0450833,0.138539,0.130408,0.185972,0.156263,0.164459,0.111108,0.0318764,0.134848,0.19463,0.0323929,0.0777311,0.157549,0.00735831,0.156649,0.161193,0.0183115,0.051566,0.165753,0.0474046,0.164488,0.0338496,0.0646498,0.0506181,0.0569083,0.132635,0.0865103
TAC4,0.0,0.0,0.0,0.0,0.0706903,0.0889398,0.0,0.0,0.0,0.0,0.0,0.0,0.0661959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf57,0.0,0.0,0.0,0.0193109,0.0,0.0,0.10827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF555,0.21728,0.450564,0.550139,0.497528,0.577051,0.367781,0.404403,0.377622,0.385999,0.41972,0.464444,0.366665,0.583452,0.281531,0.475095,0.376901,0.38238,0.431546,0.506085,0.397353,0.414531,0.609269,0.487137,0.277126,0.374993,0.412367,0.472596,0.421252,0.618619,0.345466,0.547869,0.407524,0.478787,0.331844,0.43218,0.368334,0.224176,0.518459,0.360723,0.567371,0.482008,0.182632,0.248164,0.328852,0.349113,0.440145,0.366049,0.37315,0.273549,0.260541,0.413526,0.333625,0.358297,0.386524
NR2C2,6.10653,7.6667,5.14729,4.64905,5.44625,5.07847,4.94952,4.51796,4.58946,2.73165,4.1924,2.66727,6.4403,4.62753,6.01912,4.17604,4.75069,5.67407,5.8372,4.91845,4.74885,5.17507,4.94486,4.76649,5.2883,5.35325,5.2027,4.22566,6.64185,2.94232,5.93544,5.43901,4.71016,5.42938,5.01212,3.61163,4.45948,6.0964,4.27124,4.55124,4.91416,3.90252,5.27539,4.49285,6.65667,2.54915,5.63273,4.04086,3.71189,5.81899,4.78409,4.28631,4.41646,4.3118
ZNF689,4.51247,2.37893,3.38786,4.34872,2.205,2.87967,3.04401,2.67846,1.88243,2.74474,2.77478,2.26285,3.01517,3.2579,3.56426,3.04644,2.44622,2.58211,3.43954,3.3646,3.20404,3.00639,3.45495,2.55121,3.09388,2.66544,2.95622,2.8696,3.58881,3.02978,3.28267,3.87954,3.37329,3.12647,3.64185,2.24508,3.41512,3.66445,4.57504,4.93389,2.93948,2.72112,2.68696,4.55929,2.04595,2.4118,2.21797,2.04883,2.34499,3.62382,3.08413,2.94359,2.6224,3.16186
CGGBP1,20.7621,16.0979,19.0831,14.3913,17.1194,16.1258,19.3782,16.8479,18.1034,13.3508,15.2314,11.6356,23.6328,18.0284,21.2094,16.9602,16.6316,21.4688,22.4069,19.296,17.7607,18.0275,18.4049,18.995,17.694,16.0919,18.5197,16.5366,19.6494,13.022,21.8926,19.4164,18.0814,20.2144,19.8336,14.0552,19.9215,23.8762,21.7316,14.3433,17.4514,17.2952,16.0577,19.3577,16.592,16.09,15.7733,18.0914,12.6135,16.7038,18.634,14.291,20.4257,18.9268
FAM70A,0.328982,0.352735,1.72129,0.107998,0.237322,0.303585,1.23197,0.776738,0.861569,0.197942,0.973122,0.162585,1.20827,0.199735,0.113235,0.317098,0.525796,0.206757,1.20275,0.801027,1.51979,1.51558,1.69399,0.590221,1.08822,0.874968,1.28103,0.381096,2.77146,0.28626,2.10596,1.64208,0.709199,1.91729,1.05178,0.408921,0.179271,0.805463,0.185356,0.372051,2.15111,0.0206804,0.0723939,0.42497,0.641835,0.101823,0.283986,0.190585,0.159629,0.397305,0.27248,0.409697,0.377348,0.1368
C7orf45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452905,0.0532391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445517,0.0,0.0,0.0,0.0260709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAST3,4.01155,3.23008,3.6077,2.89584,3.70384,4.90295,3.43266,4.4431,1.70749,4.95309,4.98811,3.68353,3.46558,3.79493,4.2927,3.24895,2.99662,3.42631,4.64017,4.96958,3.76314,4.32142,4.78424,5.54823,5.45442,4.93983,6.25783,8.05109,3.4955,6.76757,5.30494,4.85994,5.38666,5.00008,4.83282,6.54104,3.45158,5.21464,2.80074,2.8057,3.53298,2.89908,1.78463,6.91167,2.5979,3.28964,3.64939,2.69635,3.18094,4.05638,4.66932,3.13751,3.71548,3.27247
SLC2A4,0.783297,0.923446,0.809078,0.614671,0.312541,0.538071,16.61,0.159922,1.29595,0.732322,5.80124,0.600089,0.556511,0.719272,0.447626,0.462053,1.67074,0.901827,0.557686,0.524407,0.829334,0.765782,0.43413,0.783482,0.523487,0.959874,1.15779,1.18913,30.4414,0.78727,0.862821,0.525208,0.656888,0.791607,0.626277,1.81239,1.1375,0.617136,0.473717,0.52845,0.310155,0.542358,0.369726,1.00571,1.59762,0.536172,2.59492,1.19501,0.362442,1.21172,0.870377,0.598671,0.811339,0.629474
LOC154822,0.00703827,0.0349388,0.0449364,0.0,0.0,0.011011,0.070747,0.0485422,0.0,0.0,0.0153114,0.0,0.0235253,0.0,0.0,0.0,0.045593,0.0115435,0.00825805,0.0210151,0.0144431,0.0184436,0.0129665,0.0106604,0.044623,0.0308484,0.0,0.0,0.0745833,0.0,0.0,0.0,0.0,0.0138106,0.00942243,0.0223115,0.0,0.024419,0.0,0.0,0.0183767,0.0,0.0,0.0,0.0,0.0120816,0.0,0.0,0.0,0.0,0.0106307,0.0146206,0.0,0.0
LPO,0.0299739,0.0,0.0,0.212895,0.411397,0.0,0.0,0.0197944,0.0,0.0139054,0.0,0.0480064,0.0,0.0414416,0.0,0.0,0.0,0.155358,0.0,0.0,0.010257,0.0129288,0.0,0.014958,0.0,0.0,0.0,0.0481274,0.0,0.55949,0.0,0.0,0.0,0.0,0.0,0.0,0.0362495,0.0,0.0,0.148434,0.0,2.88114,0.0294753,0.0,0.060286,0.0,0.0455731,0.078801,0.081011,0.0,0.0,0.0212496,0.036625,0.0335935
CD34,6.84527,8.98498,14.2171,7.71701,5.06756,6.22321,84.5174,7.51258,18.9541,10.4905,10.1588,8.40762,5.24259,8.55651,13.5381,20.0239,11.6705,4.80593,6.99426,4.84991,14.4018,5.83327,6.55529,8.22039,5.70139,9.2151,7.20355,8.52997,27.2367,8.34617,6.5579,9.15297,6.95254,10.2812,8.22919,10.0247,6.20865,5.83244,4.93963,5.64965,8.01455,7.20227,5.9522,5.5069,2.77208,16.3769,4.18216,3.14993,5.48511,7.80944,4.91316,2.91713,9.66943,5.93618
TNRC6A,6.30827,5.39054,4.52482,4.49841,4.19529,4.76044,6.31279,4.4829,3.44036,4.28328,4.46094,3.83157,5.64654,4.03788,4.93222,4.60823,5.07865,4.30263,5.3371,5.31678,4.56163,5.09538,5.35469,4.96965,5.95248,6.19104,5.18118,4.55129,7.33144,3.29285,5.3072,5.04667,4.71053,4.17388,5.21291,3.5156,7.18386,4.93655,4.55058,5.14095,5.29797,4.52829,6.47158,9.34355,5.3645,3.41456,4.57769,3.90986,3.25857,5.2773,6.4189,4.0447,4.70209,4.36814
RAD51D,3.33456,6.37818,2.65802,4.01826,2.30176,2.41893,4.5676,3.93415,3.21088,3.46338,2.90231,2.90688,2.19768,3.55266,1.8252,6.7548,4.26908,4.08964,1.87571,2.44825,2.44996,2.08814,2.44285,2.5977,2.77148,2.18763,2.35803,2.40813,3.67161,2.71598,2.49725,2.77808,2.71266,2.74155,2.53052,2.77583,4.16662,2.48705,3.97945,4.15513,3.42962,4.02072,3.22511,3.41989,2.5241,4.70376,2.73262,2.76228,2.28718,3.13711,2.28405,3.53559,6.63927,2.20691
ZNF358,34.1275,15.7932,15.5036,17.6911,12.1601,17.1711,35.4404,17.3353,32.4632,26.4019,28.0618,52.6577,12.8308,9.6677,17.6905,20.6939,17.2239,11.0637,17.719,18.0811,15.1292,16.6632,20.3437,17.8217,17.1501,20.3217,23.2022,31.8302,54.8344,40.8305,20.8894,19.5273,16.9168,19.1709,25.8338,18.5696,15.8878,17.405,9.49031,17.9797,14.5993,19.2995,10.2853,23.5287,24.795,32.4619,14.4719,28.1208,30.1464,8.85482,22.0069,19.0343,17.2635,18.7391
MRPS17,35.7156,41.3744,15.4202,39.0431,26.6783,17.6569,8.83138,14.798,56.6367,39.2932,24.4459,58.467,20.3451,38.6834,33.8599,39.8583,35.5577,37.6748,16.6624,12.7845,16.5126,14.5128,15.0154,12.2428,11.7886,15.4134,16.644,17.1213,17.9256,31.7887,13.284,20.0498,16.4783,12.0585,15.1458,28.0679,30.368,18.2074,32.0417,30.9299,18.2762,64.2031,20.422,21.723,49.8821,46.0229,29.4024,48.0204,51.8869,31.0135,35.2026,50.5303,37.1228,33.4269
UBE2H,26.5217,30.7272,13.6061,31.186,24.7358,15.5029,31.2244,31.9905,23.1436,18.261,19.79,26.5232,16.7083,24.7788,35.1704,34.7549,17.7809,24.2702,15.635,17.6102,13.9529,14.4562,15.6821,17.1239,16.0809,15.2588,18.3514,16.5447,47.784,16.941,17.639,17.6322,15.707,17.8654,15.4329,15.7445,18.8436,19.7947,35.6234,29.5158,24.9349,15.5671,31.2314,29.9599,18.632,37.2171,15.3899,19.9498,16.3019,19.6354,24.3143,27.7443,18.503,27.2805
